game_pk,game_date,season,game_type,status_code,doubleheader,game_number,home_id,home_abbr,away_id,away_abbr,venue_id,statsapi_path,statsapi_bytes,statsapi_sha256,savant_path,savant_rows,savant_bytes,savant_sha256
745160,2024-06-24,2024,R,F,N,1,138,STL,144,ATL,2889,statsapi/2024/745160.json.gz,120961,b6b22e8d68be243f8cc3576d091244be5555bd3412ea305804e4e4e91de23a17,savant/2024/745160.csv.gz,264,54919,dfd255d9196388208b1e6ab476dc99fcbfdbfe6276ed9935839993a6b45229d9
745323,2024-06-24,2024,R,F,N,1,137,SF,112,CHC,2395,statsapi/2024/745323.json.gz,140667,c88395784af447f5bdaae5b2a71162fe043a1b89bb47d6cb70515c12bc0da1bb,savant/2024/745323.csv.gz,326,65665,545d5c4e732051137216d0236edb9a7a0b0848fba2d2c6b8c0907776adc58ccf
745397,2024-06-24,2024,R,F,N,1,135,SD,120,WSH,2680,statsapi/2024/745397.json.gz,142974,112c679ccf10065be1d128d83a114ad781c5392e2c590ff64e9f1e94331823d6,savant/2024/745397.csv.gz,324,66169,ac9962b74fe3eb92f8b3f6e4f43dcdf4a15fc427ae58e69512f2954104c7eee6
745974,2024-06-24,2024,R,F,N,1,158,MIL,140,TEX,32,statsapi/2024/745974.json.gz,149475,511bf089217fdb8a8898032b7372631adbf594191114c364acc8ac3381952c6f,savant/2024/745974.csv.gz,349,69522,dddf62ad0c5b9ef25b07eaa19ced5ec24076c943f2880c81c6f57b119f0bc796
746218,2024-06-24,2024,R,F,N,1,108,LAA,133,OAK,1,statsapi/2024/746218.json.gz,124431,763d14f10887f3bf1c31b54980097b63164d4af0902041ab64251bf413a7d5d5,savant/2024/746218.csv.gz,278,56410,8cba906e441a78f3f8429216d92e168f9d32812a5d04335310f063280a6fb87f
746298,2024-06-24,2024,R,F,N,1,118,KC,146,MIA,7,statsapi/2024/746298.json.gz,117026,517f267fea37ec058dec5f91f4b9fbe40b302bbc065a41337cb450b448dc5691,savant/2024/746298.csv.gz,256,52727,194f9dc70b1a0df1634e3f71a521a54f3884694d7b9deac46ff4a4636a89f835
746458,2024-06-24,2024,R,F,N,1,116,DET,143,PHI,2394,statsapi/2024/746458.json.gz,143806,89e32daf6a583bc5463da50cf3d5ca8c94ef124baf26e85be929550d00c68443,savant/2024/746458.csv.gz,333,66396,4ee620f9e6ff38fb31f41f9600d0f33b91adb02924e89626a5014ec702e36a1a
746696,2024-06-24,2024,R,F,N,1,113,CIN,134,PIT,2602,statsapi/2024/746696.json.gz,140230,8a84c8792c501802e5417d19a28cbf15c7c584b8e1d48617ab41001687d1d800,savant/2024/746696.csv.gz,323,66244,643119aa83707b16764447f8c0c7bfbf644a56fc71774c598c4ca6ce740a9952
746780,2024-06-24,2024,R,F,N,1,145,CWS,119,LAD,4,statsapi/2024/746780.json.gz,129836,15aa323fe90288aec149d55254f61ddb2378323e1db9a15a5469a090ed549e19,savant/2024/746780.csv.gz,288,59005,6041f0f4b68a9028227d5973339c734ea522aa4bd1b62bd4d8d987386b884ad8
746941,2024-06-24,2024,R,F,N,1,111,BOS,141,TOR,3,statsapi/2024/746941.json.gz,123955,cc6093b3ef2da7d9ee3e2ba06480d801364db4369ba7d5a1c3cc8a68b2231d20,savant/2024/746941.csv.gz,266,54813,de29f3fbcfd6ce7d7f855d65b23f626caebbc906f7cff07f57a679fbd1dbe0aa
747021,2024-06-24,2024,R,F,N,1,110,BAL,114,CLE,2,statsapi/2024/747021.json.gz,131257,63639c1468247b8deadbadab961a86ff874d6e0f5d70224dc0f1ca4bd2f259b4,savant/2024/747021.csv.gz,299,61532,f8ba740e8237ad0f5963299ad9e9473ad274dcfd2badb89849c69ffd4bbb633c
745076,2024-06-25,2024,R,F,N,1,139,TB,136,SEA,12,statsapi/2024/745076.json.gz,137322,64f0c6817d37681740499f0709222c2e828bd862a7c2db4259e9b8f7aec3b179,savant/2024/745076.csv.gz,311,63501,6c5ac9a1b680a5f9eeb58287a5740b35a542d522e139b87d65d643849523a8ff
745322,2024-06-25,2024,R,F,N,1,137,SF,112,CHC,2395,statsapi/2024/745322.json.gz,124642,edfce92097dcae22270299c8696aeb6b2066c05760e49fb48a5eb4664778c22f,savant/2024/745322.csv.gz,278,56231,643c14826e4761b5e08582a936b38a5d47549abd2f562fe2c2777330fc85359a
745399,2024-06-25,2024,R,F,N,1,135,SD,120,WSH,2680,statsapi/2024/745399.json.gz,128413,d28d1d6cc69ffff1124679eeab9b08bbdae43c4a74ec6d1aefc5ab0e617e480c,savant/2024/745399.csv.gz,276,56759,a311c9417ea078214df2c6239fe0d593440f38286a08809319e89586bc538687
745806,2024-06-25,2024,R,F,N,1,121,NYM,147,NYY,3289,statsapi/2024/745806.json.gz,140466,19dd5063fab09d2ba09ee4c815a0f478b629967e11bd7ea0d7a0fc83044a06bc,savant/2024/745806.csv.gz,314,64280,b623b71cf04bebde9bfeb5e200fbab2672e41c67ec9aaf0779dc264c6f422c0c
745973,2024-06-25,2024,R,F,N,1,158,MIL,140,TEX,32,statsapi/2024/745973.json.gz,120807,43d5062e7f9ba7e8aed6e3d1e640214c6ce86697777d41ee559404b15fc1dad2,savant/2024/745973.csv.gz,267,55121,92c683273e71fe705e0bc397af39bd72601c41c3915e62d40b3220b4eefee76d
746213,2024-06-25,2024,R,F,N,1,108,LAA,133,OAK,1,statsapi/2024/746213.json.gz,134306,919330015bcf64b30a001c53148de16ef8bc313bc2374885a019ff76325a5a8d,savant/2024/746213.csv.gz,295,60302,be95a24ec40c1416eda3df83a4978be15aedbd68394a745746ef1312d4a3699d
746293,2024-06-25,2024,R,F,N,1,118,KC,146,MIA,7,statsapi/2024/746293.json.gz,116590,9c4505e3336eb6c0f6f2f66404c6620b29c9644cae94f5022e834e130584c256,savant/2024/746293.csv.gz,246,51028,56fdffd32a4d1d7c329207dba708c12a7afb1ff58deccd1b1c16bde445a9c8e1
746372,2024-06-25,2024,R,F,N,1,117,HOU,115,COL,2392,statsapi/2024/746372.json.gz,125275,91d856cc959581c8f8f25a1b5af1619253c6c1706823c17434880df29f97e280,savant/2024/746372.csv.gz,275,56324,5df7b117642736d54451f7098c4434f24133cd7821fd34c31990982f6b0cf8e2
746454,2024-06-25,2024,R,F,N,1,116,DET,143,PHI,2394,statsapi/2024/746454.json.gz,112335,e8b2e65e7b63c6fa65bede1199e28ee54855d77aebad8d548cc469663162e59c,savant/2024/746454.csv.gz,238,48685,481c294bea034f78ba62d26b9ac57b0a465345702e00071a335805988ab43032
746697,2024-06-25,2024,R,F,N,1,113,CIN,134,PIT,2602,statsapi/2024/746697.json.gz,140212,0fad9fcb1e5fffc22c07e342a6f222b4189be6b0233893664fc8b09a9490d159,savant/2024/746697.csv.gz,319,65352,436f52b59fdab6b98afcfac2785ea19c644f3ba5fd594515ba6e10486a6a90dd
746775,2024-06-25,2024,R,F,N,1,145,CWS,119,LAD,4,statsapi/2024/746775.json.gz,137600,b129d013b7738f32cd9c1d747c7989e6c95d8986adc2daa5548293f1573055ba,savant/2024/746775.csv.gz,307,63312,5090a74f5f3af54a18ccde0e9890aa6b2a0b45593060b5b5d9d5a6dfe34c7e0f
746943,2024-06-25,2024,R,F,N,1,111,BOS,141,TOR,3,statsapi/2024/746943.json.gz,135792,26a2b9714f5bc16bc4685d6f1938ce555c9e75642ea906c8fd352115aae5c939,savant/2024/746943.csv.gz,305,62441,fe6696aa83996dd122e515ec1a8770b04107965d2e1da03d1ae392edaa7b54f3
747022,2024-06-25,2024,R,F,N,1,110,BAL,114,CLE,2,statsapi/2024/747022.json.gz,136060,d3fed07ba878c27fb59d1e0f7ab436637496b88e91238ae5a62f4f7774fe3da5,savant/2024/747022.csv.gz,287,61366,d1638bec72798f43f8f496d742ee2c4a92e9aea9d1be303c5a5003473a4113c0
747188,2024-06-25,2024,R,F,N,1,109,AZ,142,MIN,15,statsapi/2024/747188.json.gz,111027,a1111a46b5482ce064877a51054fa2e3f81f2f55821003c746acd631c0062fb0,savant/2024/747188.csv.gz,229,48046,c97b48e7bc31e3668b54c1f5fa562cb22a0f71fd533718b493ce8023209bc150
745073,2024-06-26,2024,R,F,N,1,139,TB,136,SEA,12,statsapi/2024/745073.json.gz,138162,0bc12972f5fd310a64106deb323709a2f28c8a8548180aabecf76752c405832e,savant/2024/745073.csv.gz,318,65074,b87c7a1c8f3c76b4b1ef3674dc38d4437aa64025f09bc1ca1119114a1c3f8b5e
745157,2024-06-26,2024,R,F,S,1,138,STL,144,ATL,2889,statsapi/2024/745157.json.gz,143991,2736f0271a079aa3ab5716be137e7c88d9c0256b6a8d3da3eae6bc72cc8aa469,savant/2024/745157.csv.gz,335,68435,5f2b8a6c3f90fd315dbc4e6f7230a5f4f24d3d34ab9575a76b82e1c515ac2b3b
745158,2024-06-26,2024,R,F,S,2,138,STL,144,ATL,2889,statsapi/2024/745158.json.gz,124885,91afa14ce6869bff3f257d10e99de8afdc4c5756af810eb0ca8b77136aab8836,savant/2024/745158.csv.gz,275,56408,517d07a1e4db6830a95300246fdd556dfc713a41ec897dab0823fa66eaecad51
745325,2024-06-26,2024,R,F,N,1,137,SF,112,CHC,2395,statsapi/2024/745325.json.gz,127062,3274391e0b5cf388ebdcfd69133168c62e7c76e52cd8d61442efb37ebab4073f,savant/2024/745325.csv.gz,283,57121,d5ddaefb3cbb3e4c7d207fbcbd2e6e3b50d524add263ef586334802be9c8c480
745400,2024-06-26,2024,R,F,N,1,135,SD,120,WSH,2680,statsapi/2024/745400.json.gz,124797,e6a295d9e4952c48ab54a0b923617cc7a873dd0bcec450523c7a265a7edb8e7b,savant/2024/745400.csv.gz,276,55463,3e392f9e3748cab6caf647f6c3bc9b47709cde61725e9af7d21db4c663831d6d
745808,2024-06-26,2024,R,F,N,1,121,NYM,147,NYY,3289,statsapi/2024/745808.json.gz,147317,9afd59f18eeda4703e34e95e5d6c769670f1f05fb52e2cee09013f00b37aa907,savant/2024/745808.csv.gz,334,66903,18099ab46982259b7b4426eecfff85265264ba93e4009c27034ebb3d416710aa
745975,2024-06-26,2024,R,F,N,1,158,MIL,140,TEX,32,statsapi/2024/745975.json.gz,135610,a99caf639f0745eaae3c08563685411f7f8856b87c0835a6d9f83f93be455568,savant/2024/745975.csv.gz,302,61405,314f3aa26519cd0f0151deecbb5dee47c09706206e07cf9fec3fa9684f6de0eb
746212,2024-06-26,2024,R,F,N,1,108,LAA,133,OAK,1,statsapi/2024/746212.json.gz,128870,dab885de95c60df34c2f7e72764354fcb385acd25febdfd64c46ff004827ce28,savant/2024/746212.csv.gz,286,58423,1940f83e9739e54991dc04b97f414de13e812d274758c476b793fb88fbbfdbfc
746291,2024-06-26,2024,R,F,N,1,118,KC,146,MIA,7,statsapi/2024/746291.json.gz,122136,ffb5fcc7329dccd5f4021a122de2274fe7b465a57f0e26f2f1c5a5033bfc0bd0,savant/2024/746291.csv.gz,269,55316,5324156b5a40745bc146a0ac0cb83baf3e6593473f3a319924d6a59fe997fb73
746374,2024-06-26,2024,R,F,N,1,117,HOU,115,COL,2392,statsapi/2024/746374.json.gz,123512,3eb68ff4682e120be5aa418562fc9aeef2707cf214684902a5e88cb579e1dd10,savant/2024/746374.csv.gz,269,55847,df34818e23d622ced63670179f9fbc5eab6193aef36aeef45f3961bf63f85dd4
746456,2024-06-26,2024,R,F,N,1,116,DET,143,PHI,2394,statsapi/2024/746456.json.gz,132588,287edb8aac2a85010cdf476d004a2e683029ef4dc68e33c796949c6344420d48,savant/2024/746456.csv.gz,292,60106,bcd322f26369200c502053eaffd96fe654885d36ba118dec286ed289b6d3a19a
746695,2024-06-26,2024,R,F,N,1,113,CIN,134,PIT,2602,statsapi/2024/746695.json.gz,118303,f43dd19d29264735e35a1548810139e7e44f6db08fbecd4293de7e974e00ebe8,savant/2024/746695.csv.gz,258,53601,f05646bd80600bd332dfb2e613c6fed2861724f7fad6effbc30b777bc5e73ae3
746777,2024-06-26,2024,R,F,N,1,145,CWS,119,LAD,4,statsapi/2024/746777.json.gz,116584,d31f9ae049acb77b19e56ddfadc6755524e04a1f7a13faff88ced8a3ce64fb9c,savant/2024/746777.csv.gz,254,51667,b686da247a150b61677b12da171bd0096a381868c71baa1357421499d3de01fc
746942,2024-06-26,2024,R,F,N,1,111,BOS,141,TOR,3,statsapi/2024/746942.json.gz,133738,9e87f71dff1ebf651c91a24d14edf443b8b0a95c2b7950ed6b2be189844dcf13,savant/2024/746942.csv.gz,279,57891,4d7fce4bd338982b8241af8e541ca8bd69a2900ad0f5b9f787bdca96cb9b5d06
747019,2024-06-26,2024,R,F,N,1,110,BAL,114,CLE,2,statsapi/2024/747019.json.gz,122097,218cd255b281228d57619a00b946ca252876b2f8389ade49a060490569571778,savant/2024/747019.csv.gz,268,55730,a3a92994edaae481c1f703f1fa393f4805f9bad1bf38be55916df23ab2269bc9
747184,2024-06-26,2024,R,F,N,1,109,AZ,142,MIN,15,statsapi/2024/747184.json.gz,128310,7c837cfbea92e2cc392143fa894e2d1cc3196ce2579641aa2861c1718a691999,savant/2024/747184.csv.gz,282,57814,60b99a3f2dcb9282eb0a0ccc34479ada2294283331a47d249c2d6f67add38c94
744919,2024-06-27,2024,R,F,N,1,141,TOR,147,NYY,14,statsapi/2024/744919.json.gz,131169,bec8f0c0990682764721890c14239088df408dd00bd51444b98934014cafe49e,savant/2024/744919.csv.gz,295,58729,782419887d6e891ac470480f742744f7169386e6f5afac6b338406719e39cde5
745162,2024-06-27,2024,R,F,N,1,138,STL,113,CIN,2889,statsapi/2024/745162.json.gz,142177,92956c4cdeab82d6a41cc1252f4726bb1e1174cdb9f917abdc7f811bcd3d7d7f,savant/2024/745162.csv.gz,316,65478,351fa21aec81908d26c327a03ca0d240e353b844aafe1762bbef217ee147c2d2
745324,2024-06-27,2024,R,F,N,1,137,SF,112,CHC,2395,statsapi/2024/745324.json.gz,144555,900a0226a52dca14b3498f6230cf25a1d59815fdf37a7cc610e0e115de1b3de6,savant/2024/745324.csv.gz,330,67770,20c6c258cfd0abdae1e3c316948d5faae682e48b52f9369f161c5ebdbfac8830
745565,2024-06-27,2024,R,F,N,1,143,PHI,146,MIA,2681,statsapi/2024/745565.json.gz,137358,403ab64a4ed75e32a26d24ac293a25e545be4d8122f71550fe56e727e13986b3,savant/2024/745565.csv.gz,305,63294,937e5b1584190d627695e47990e9b8f5f7a5c373718aa03cef213ea42210f89e
746210,2024-06-27,2024,R,F,N,1,108,LAA,116,DET,1,statsapi/2024/746210.json.gz,113445,e068a43a495e298d08b6ed724836f7c9c03a262384d3d2469fb71e058a1675eb,savant/2024/746210.csv.gz,245,50616,840db6da5ac91ebb573b5a2f9f90d053481362aab447e0e56151d612e359fcc6
746288,2024-06-27,2024,R,F,N,1,118,KC,114,CLE,7,statsapi/2024/746288.json.gz,114500,22dbfcac7c5bb7d659b169ceafd35afa4a4aded75e774fb43a871644d3a48ae9,savant/2024/746288.csv.gz,244,49843,8db4527e3b50d854e1f971dc2c32aff5df7270b53f83fe268d2c937ef61868c7
746816,2024-06-27,2024,R,F,N,1,145,CWS,144,ATL,4,statsapi/2024/746816.json.gz,116927,6d61d29249cd3ad9a9f9afdcc83182a5c653d3574f241a1899468cca4fa37d1f,savant/2024/746816.csv.gz,256,52154,489b51557caf442b5f04ff86a5e539d5b4e5767899ad3162e6ceaa28199bf55a
747020,2024-06-27,2024,R,F,N,1,110,BAL,140,TEX,2,statsapi/2024/747020.json.gz,120738,98c8b462d3a35da17c5b6e9bd71fe32a7a20672b648eac577b048260d799a4f1,savant/2024/747020.csv.gz,256,53554,273d8ac836fffde1c9943c5aa47ed83a3999999ad258da0b4aa01618ee59f94d
747185,2024-06-27,2024,R,F,N,1,109,AZ,142,MIN,15,statsapi/2024/747185.json.gz,142333,f922a286eed776b246351e6fb688442ad94f090306c2fa5f6fa876ef2fad8069,savant/2024/747185.csv.gz,314,65229,3d6e5d079a516638a5d8aba1de4deace1a8d2f520267826ac55874e06201fabd
744922,2024-06-28,2024,R,F,N,1,141,TOR,147,NYY,14,statsapi/2024/744922.json.gz,149068,f97f17873b7f97be276b6d4b1df8ee9783484e0e1e42701587c5462680eacc47,savant/2024/744922.csv.gz,333,68677,fc859b7bc329ff076bf30f1190dc561db659df121c4cd38f23dbd2b29dfae169
745070,2024-06-28,2024,R,F,N,1,139,TB,120,WSH,12,statsapi/2024/745070.json.gz,129494,d0d376dc9bc6605659c7def02b330839d5bbda3a85963bf1918b3c394da8c3d4,savant/2024/745070.csv.gz,287,58808,ebff505aa81c769915c9f6c49edd7db58d4cdd7390ce34fa9e3297eedf573794
745161,2024-06-28,2024,R,F,N,1,138,STL,113,CIN,2889,statsapi/2024/745161.json.gz,122129,915dca4537d338ddea1ca7b596011e106b21ba3e18ba6e59a6631e9acb203ca8,savant/2024/745161.csv.gz,272,54409,0f08bb64ae195abd319bd1f72fb24c7f60ddc717c0ae24acd970ca6d57e44e36
745238,2024-06-28,2024,R,F,N,1,136,SEA,142,MIN,680,statsapi/2024/745238.json.gz,125620,9611f8fe49e8aa9048634cb01c8d03d84984d10017a97e96dd387f95d3d123b1,savant/2024/745238.csv.gz,274,56862,c82004a11190d7ba134f84f7b82c401f572c3c76b983364db64bf284c745e900
745319,2024-06-28,2024,R,F,N,1,137,SF,119,LAD,2395,statsapi/2024/745319.json.gz,118805,21c405cf127513097ac81b6c9b75ab01b5776c7219a07d4f18c078236c6c8621,savant/2024/745319.csv.gz,254,52060,d1da1664678cd05bbb7502165178245f3427ce1b8507c1e5531dd3d865adae24
745560,2024-06-28,2024,R,F,N,1,143,PHI,146,MIA,2681,statsapi/2024/745560.json.gz,113644,c872aaa639c1e59b8eaf171b9bd542594e345d1d9f54293a9d439f3d4ea66688,savant/2024/745560.csv.gz,245,50317,8e855b8fb881f44aa1c22c7b0a1177c90460cd05f4aaed87d8ba4b4238dac21f
745804,2024-06-28,2024,R,F,N,1,121,NYM,117,HOU,3289,statsapi/2024/745804.json.gz,143084,9eefdf52dd56a65b5fad21d5f9dc54dc08f7ce2e437036ecad04872354a7df68,savant/2024/745804.csv.gz,323,65486,8de3f71806a208c1d17c7fa3009c9bdc4be160ddd39c5be38b9e9ae7b2226c5d
745970,2024-06-28,2024,R,F,N,1,158,MIL,112,CHC,32,statsapi/2024/745970.json.gz,123135,116531861cdb1f10f20d5dfcf4b9386ec0152d5915a39152b7b23b3a285dddc2,savant/2024/745970.csv.gz,269,55264,0ee712ee9d7207fad9311607a5f5246ee19173d74b91401cbedb3ccaf124b3f9
746214,2024-06-28,2024,R,F,N,1,108,LAA,116,DET,1,statsapi/2024/746214.json.gz,118633,36b01f1d3c177a6193b1c701564970dc08a970adba04dadd6ff38c2fb06d5a2f,savant/2024/746214.csv.gz,258,52672,98113545231061598dafabb43e93dbf0010b6458cf501895dd5c274b3bc518ee
746292,2024-06-28,2024,R,F,N,1,118,KC,114,CLE,7,statsapi/2024/746292.json.gz,137000,a00f3a4c8923a567b47311015382233a1a5a85fbdff1b7d494230e6e7e800b11,savant/2024/746292.csv.gz,301,60615,e20f36eb4ec068a17136f763a25c8b2f6b2259be5e4f2dffa97055d22f24a7ff
746776,2024-06-28,2024,R,F,N,1,145,CWS,115,COL,4,statsapi/2024/746776.json.gz,119521,179556852db5f39054824921016a974f78d35aabed0a7713e067e7ec68dd126b,savant/2024/746776.csv.gz,257,52707,028c4dd3abddef79c557cba6b5797448941d7b2bc94bedd4663570e983586b7f
746939,2024-06-28,2024,R,F,N,1,111,BOS,135,SD,3,statsapi/2024/746939.json.gz,132543,bbe69af960e233ae6bfb8297e8b86efc0cdcec72325bb5630e93ed7f19ef5e75,savant/2024/746939.csv.gz,291,60586,0e363323c3239777528bf5a7a174c2ed742ef1056343ec49d915b44b697b2f11
747017,2024-06-28,2024,R,F,N,1,110,BAL,140,TEX,2,statsapi/2024/747017.json.gz,123375,07108ff457126f8395f0c154a5d03a6b9add0d2c703a12bdbe3f793d98a79516,savant/2024/747017.csv.gz,275,56254,6bd5ad56a1d9648831805a0cb8c5e5b16a42b349814d31d73efa0779b62275da
747105,2024-06-28,2024,R,F,N,1,144,ATL,134,PIT,4705,statsapi/2024/747105.json.gz,134925,5c59223135da2fddb0252cb3291eb0ab6a60ad07519f9eb40bc1d86a1f5a331d,savant/2024/747105.csv.gz,310,62783,a527228bf466c0a2fa3b7548017a398d7a861d46434f316cc4532d9754e15e39
747183,2024-06-28,2024,R,F,N,1,109,AZ,133,OAK,15,statsapi/2024/747183.json.gz,143712,e2331632c5889a21ba3d31776df7e4bda479d99785671373200303a67106c489,savant/2024/747183.csv.gz,327,67125,4b91e6a332c992f7f133c8df3ba17ea4a885a9751d934c432d412064a9598bae
744921,2024-06-29,2024,R,F,N,1,141,TOR,147,NYY,14,statsapi/2024/744921.json.gz,133488,70d54affed8f9f7afa9b1ba5f68e38ab578979f77e03dbd2ee1005a5e4e594a7,savant/2024/744921.csv.gz,298,60330,82f8d40e83f7a96dbb0328d3c8a4dbbe2d986aba518b22c26ffc2e00a2a477f6
745071,2024-06-29,2024,R,F,N,1,139,TB,120,WSH,12,statsapi/2024/745071.json.gz,132916,04bf6f0b0de6ed11d92c5b3ad807c670f15dba34b88d1f507a473de7a9b8988c,savant/2024/745071.csv.gz,296,60472,130dfc410160c831580fb3be7a8b2f43f25cb8256768e24349b73bb3199f4084
745159,2024-06-29,2024,R,F,N,1,138,STL,113,CIN,2889,statsapi/2024/745159.json.gz,148662,14efcb6b0c2e5c12507493b67370cd74ef7ec2f574db65e09950e23d45b6e8ff,savant/2024/745159.csv.gz,339,69581,99c633470ff86f3bae3a102d033ec59b6a2d0eafcb35fb07ee81fdb977c9be59
745239,2024-06-29,2024,R,F,N,1,136,SEA,142,MIN,680,statsapi/2024/745239.json.gz,138718,469f6e3c5ab464ddb84e2be437a16b18210b1064fa57471f406853dcb6c775fc,savant/2024/745239.csv.gz,318,65144,af6c1d7c573240901fc5c907246bcb08ed14446da3c83b209dd26b1e6a66fcb6
745317,2024-06-29,2024,R,F,N,1,137,SF,119,LAD,2395,statsapi/2024/745317.json.gz,170344,e323401d25a6ab3e71e732595476f9df1f92d250b07f8630aa436ae120d9c527,savant/2024/745317.csv.gz,390,81144,efd8675f5dc32d350521bdcd71250eb311a19fdc488922aea3e4660fa1a22ffd
745559,2024-06-29,2024,R,F,N,1,143,PHI,146,MIA,2681,statsapi/2024/745559.json.gz,124632,c5bc77a5c7abcf3ccf0669473c40ba5e1925b6f6b457d6fe60486a941c09c10f,savant/2024/745559.csv.gz,274,56725,0dbc3c27e4d8c035aee5dbd7c1bec9a11143b47cac1dd0395b02c501c96378b6
745801,2024-06-29,2024,R,F,N,1,121,NYM,117,HOU,3289,statsapi/2024/745801.json.gz,154441,487007c513ff601ca66021f7608adbff482dc5db5c7db64ef481e30ba4d9323a,savant/2024/745801.csv.gz,354,72747,68420e1ead34187ec506d1b9c3970d51d64f2618ce76892b7341c8feae485fdf
745972,2024-06-29,2024,R,F,N,1,158,MIL,112,CHC,32,statsapi/2024/745972.json.gz,134064,35ce1194cc27079654969b954c5d31ca91b6bad8f84f33603e0a1b1dc9162f82,savant/2024/745972.csv.gz,291,60697,3279ba195faae1168c5e5d49e3e62e1cc0fbf74f75f43e774337ca8a25834b25
746211,2024-06-29,2024,R,F,N,1,108,LAA,116,DET,1,statsapi/2024/746211.json.gz,136125,9febe3fb41b8623d1b38a22bb1b20eeced9bf88fc1441f8150a09e6c7bc749f3,savant/2024/746211.csv.gz,301,62743,0add3ede57151d8cef75fe551e6ef1d82033e2f1db03aeae8077ee44a5e0c451
746289,2024-06-29,2024,R,F,N,1,118,KC,114,CLE,7,statsapi/2024/746289.json.gz,133464,b74bcd72f4966e1fecb5639e4edf7832dca3bf3d6de4ae87bd3d86df4fcb9522,savant/2024/746289.csv.gz,305,62366,51bd70ac4666fd90b8a3011b9c239b35f83dc6ca48ab9e3299f2cad612cf47de
746778,2024-06-29,2024,R,F,N,1,145,CWS,115,COL,4,statsapi/2024/746778.json.gz,130748,b7f46459c745d24f7baf393cd1ba0800d7c15503849908e96fd760d76b626d03,savant/2024/746778.csv.gz,291,60326,ff02aa16e1e863e1cd2cd1404aed989c614ab38252b1b4549c98c058d85325d3
746940,2024-06-29,2024,R,F,N,1,111,BOS,135,SD,3,statsapi/2024/746940.json.gz,138440,0fff7734017f232f44754c21192ae821c9e6b6e24bfd6ca6485ebe55671ff327,savant/2024/746940.csv.gz,308,63833,787b08908793325a54a92cdcd0f56a03c993767c97f9852868e286294db87ff9
747018,2024-06-29,2024,R,F,N,1,110,BAL,140,TEX,2,statsapi/2024/747018.json.gz,137445,c660a40a5aa0ecbb2042ddc42c515e6538400bb644aba735a5cff5abbb49fe76,savant/2024/747018.csv.gz,305,62623,b6f0d37a044ef17f87a290912feaa726194eedc7f8cca06ff3214c5dd2e2d169
747104,2024-06-29,2024,R,F,N,1,144,ATL,134,PIT,4705,statsapi/2024/747104.json.gz,142289,1c9c24d8c52ea1dddc9b2fab8e317f6c534e8fbfd436934cbe80141fd6b81b87,savant/2024/747104.csv.gz,329,65393,0b08bf08bf409be35a562ccc581cec96d19dc293ddf0917d8a8b265689b5356b
747186,2024-06-29,2024,R,F,N,1,109,AZ,133,OAK,15,statsapi/2024/747186.json.gz,115538,0b447c08c0fbf9233973dbc72b9954308a9eab93544c1943c42ef632b97102a1,savant/2024/747186.csv.gz,246,51038,1c564a843a444684b20ba48fb61b31d7be194f6d1a4f4f4bf3f8b23badf4088b
744916,2024-06-30,2024,R,F,N,1,141,TOR,147,NYY,14,statsapi/2024/744916.json.gz,139882,c52ba150bd9751892beaec4bcaf9a0eac73e13af289ce481737d4178aaae47e3,savant/2024/744916.csv.gz,320,64999,94aabeb3eeb40c256b18b8479a76a1c2866ad6768dcb53da5f7df7f290d58ddf
745072,2024-06-30,2024,R,F,N,1,139,TB,120,WSH,12,statsapi/2024/745072.json.gz,122032,d3d13f0dfc779a8b1cb1040ddb68f603be5e1285f059cc86938ca76a3f4c3dc5,savant/2024/745072.csv.gz,274,55902,25ec29d841f71333555c0894ac59f7c7de0f6ab95bb09f683d42d3fc24e3d4f0
745154,2024-06-30,2024,R,F,N,1,138,STL,113,CIN,2889,statsapi/2024/745154.json.gz,117971,255d4d762b1285a748e640283e96c42a05c5359b7e2e44abd11cf6e389c0ddea,savant/2024/745154.csv.gz,257,53202,0b9c66d3005a29a7ff8e08358a617c29e4fadbd67287fdaa9cf92e0e829961d1
745243,2024-06-30,2024,R,F,N,1,136,SEA,142,MIN,680,statsapi/2024/745243.json.gz,136703,b2a601bb011e929e3a4e54f878258ee9f29f07fe64d09ab5ddb934660db2c344,savant/2024/745243.csv.gz,302,62963,d54bc47282ff363de6138122f192aec4c23851a91517ff75781f0304cdb9f139
745320,2024-06-30,2024,R,F,N,1,137,SF,119,LAD,2395,statsapi/2024/745320.json.gz,131899,daf8be86d55ee3fb6c8f25ef1e3c8b7d171897d3f71697c5dba2ca52b4360cdb,savant/2024/745320.csv.gz,289,60286,930fe12bad169eaa14f3d6b99f1e67d96a477c6c83de1d94763f28ee5a7afee3
745555,2024-06-30,2024,R,F,N,1,143,PHI,146,MIA,2681,statsapi/2024/745555.json.gz,143370,229491158082637b8e921647f035080d0ba7c75e8cd1441471b543bf2271177d,savant/2024/745555.csv.gz,319,66237,c9d6b45fab7b46a98d7eabb785ef36cd0c2727214452fa01000f0919281352cf
745802,2024-06-30,2024,R,F,N,1,121,NYM,117,HOU,3289,statsapi/2024/745802.json.gz,142459,2b8be7b4fb6e6b06c757a67fc7ea98085499b8fe5444fe8aa83bee42d61eae01,savant/2024/745802.csv.gz,319,65865,d2ebea0ca6816023463427b4ff3d0ab9c931057ac858e475e88d2f37de8128ae
