inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
4,23-18,Virginia St.,Clark Atlanta,"Banks strikes out looking, Garner pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-26,Virginia St.,Clark Atlanta,H: 1 LOB: 2,https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-19,Clark Atlanta,Virginia St.,Page singles on a line drive to left fielder Jefferson,https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-20,Clark Atlanta,Virginia St.,"Freeman strikes out swinging, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-21,Clark Atlanta,Virginia St.,Page steals 2nd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-22,Clark Atlanta,Virginia St.,Page advances to 3rd on wild pitch,https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-23,Clark Atlanta,Virginia St.,"Noel strikes out looking, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-25,Clark Atlanta,Virginia St.,Swift singles on a pop fly to shortstop Hammond. Page scores,https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-26,Clark Atlanta,Virginia St.,"Bing strikes out swinging, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
4,23-26,Virginia St.,Clark Atlanta,R: 1 H: 2 LOB: 1,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,24-26,Virginia St.,Clark Atlanta,Hammond singles on a line drive to center fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,26-26,Virginia St.,Clark Atlanta,Jefferson singles on a ground ball to third baseman Bing,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,27-26,Virginia St.,Clark Atlanta,"Tayman flies out, left fielder Swift to pitcher Garner",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,30-26,Virginia St.,Clark Atlanta,"Jones is hit by pitch, Garner pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,34-26,Virginia St.,Clark Atlanta,"Hock walks, Garner pitching. Hammond scores",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,38-26,Virginia St.,Clark Atlanta,Newman out on sacrifice fly to center fielder Brown Jr.. Jefferson scores,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,38-26,Virginia St.,Clark Atlanta,Lineup changed: Dixon in at pitcher,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,39-26,Virginia St.,Clark Atlanta,"Lovett walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-26,Virginia St.,Clark Atlanta,"Wilmoth grounds out, second baseman Noel to first baseman Gaskin",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-27,Clark Atlanta,Virginia St.,Brown Jr. hits a ground ball and reaches on an error by third baseman Lovett,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-28,Clark Atlanta,Virginia St.,"Brown Jr. caught stealing 2nd, catcher Hock to catcher Hock to pitcher Woolfolk",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-29,Clark Atlanta,Virginia St.,Manuel doubles on a line drive to center fielder Jones,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-30,Clark Atlanta,Virginia St.,"Gaskin is intentionally walked, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-31,Clark Atlanta,Virginia St.,Manuel steals 3rd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-32,Clark Atlanta,Virginia St.,Gaskin steals 2nd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-33,Clark Atlanta,Virginia St.,"Gay strikes out looking, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-34,Clark Atlanta,Virginia St.,Manuel scores on wild pitch,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-35,Clark Atlanta,Virginia St.,Gaskin advances to 3rd on the same pitch,https://stats.ncaa.org/game/play_by_play/5250004,5250004
5,40-36,Clark Atlanta,Virginia St.,"Page strikes out swinging, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,41-36,Virginia St.,Clark Atlanta,Banks singles on a line drive to center fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,42-36,Virginia St.,Clark Atlanta,Balk by pitcher Dixon,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,43-36,Virginia St.,Clark Atlanta,"Hammond walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,46-36,Virginia St.,Clark Atlanta,Jefferson sacrifices and reaches on an error by pitcher Dixon,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,47-36,Virginia St.,Clark Atlanta,Banks scores,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,48-36,Virginia St.,Clark Atlanta,Hammond advances to 3rd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,49-36,Virginia St.,Clark Atlanta,Jefferson steals 2nd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,50-36,Virginia St.,Clark Atlanta,Tayman pops out to shortstop Page,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,51-36,Virginia St.,Clark Atlanta,"Jones strikes out swinging, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,51-36,Virginia St.,Clark Atlanta,Lineup changed: Waites in at pitcher,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,52-36,Virginia St.,Clark Atlanta,"Hock walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,52-36,Virginia St.,Clark Atlanta,Lineup changed: Chandler in for catcher Hock,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,56-36,Virginia St.,Clark Atlanta,"Newman walks, Waites pitching. Hammond scores",https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,60-36,Virginia St.,Clark Atlanta,"Lovett walks, Waites pitching. Jefferson scores",https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,61-36,Virginia St.,Clark Atlanta,"Wilmoth strikes out looking, Waites pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,61-37,Clark Atlanta,Virginia St.,Freeman pops out in foul territory to third baseman Lovett,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,61-38,Clark Atlanta,Virginia St.,Noel flies out to left fielder Jefferson,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,61-39,Clark Atlanta,Virginia St.,Swift singles on a pop fly to shortstop Hammond,https://stats.ncaa.org/game/play_by_play/5250004,5250004
6,61-40,Clark Atlanta,Virginia St.,Bing flies out to left fielder Jefferson,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,61-40,Virginia St.,Clark Atlanta,Lineup changed: Foster in at pitcher,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,62-40,Virginia St.,Clark Atlanta,"Banks walks, Foster pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,64-40,Virginia St.,Clark Atlanta,Hammond doubles on a line drive to left fielder Swift. Banks scores,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,66-40,Virginia St.,Clark Atlanta,Jefferson singles on a ground ball to third baseman Bing,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,67-40,Virginia St.,Clark Atlanta,Hammond scores on wild pitch,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,68-40,Virginia St.,Clark Atlanta,Jefferson advances to 2nd on the same pitch,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,70-40,Virginia St.,Clark Atlanta,Tayman singles on a ground ball to left fielder Swift. Jefferson scores,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,72-40,Virginia St.,Clark Atlanta,Jones singles on a ground ball to third baseman Bing,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,72-40,Virginia St.,Clark Atlanta,Lineup changed: Messer in for catcher Chandler,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,73-40,Virginia St.,Clark Atlanta,Tayman advances to 3rd on wild pitch,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,74-40,Virginia St.,Clark Atlanta,Jones advances to 2nd on the same pitch,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,76-40,Virginia St.,Clark Atlanta,"Messer flies into a double play, right fielder Manuel to catcher Freeman",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,76-40,Virginia St.,Clark Atlanta,Lineup changed: Wharton in for extra hitter Newman,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,77-40,Virginia St.,Clark Atlanta,Jones steals 3rd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,78-40,Virginia St.,Clark Atlanta,"Wharton walks, Foster pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,78-40,Virginia St.,Clark Atlanta,Lineup changed: Ford Jr. in for third baseman Lovett,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,81-40,Virginia St.,Clark Atlanta,Ford Jr. singles on a ground ball to center fielder Brown Jr.. Jones scores,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,84-40,Virginia St.,Clark Atlanta,"Wilmoth walks, Foster pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,84-40,Virginia St.,Clark Atlanta,Lineup changed: Burton in for first baseman Banks,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,88-40,Virginia St.,Clark Atlanta,"Burton walks, Foster pitching. Wharton scores",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,89-40,Virginia St.,Clark Atlanta,Hammond flies out to left fielder Swift,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,89-41,Clark Atlanta,Virginia St.,"Brown Jr. strikes out looking, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,89-42,Clark Atlanta,Virginia St.,Manuel flies out to shortstop Hammond,https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,89-43,Clark Atlanta,Virginia St.,"Gaskin is hit by pitch, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,89-45,Clark Atlanta,Virginia St.,"Gay walks, Woolfolk pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
7,89-46,Clark Atlanta,Virginia St.,"Page grounds out, third baseman Ford Jr. to first baseman Burton",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,89-46,Virginia St.,Clark Atlanta,Lineup changed: Dixon in at pitcher,https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,89-46,Virginia St.,Clark Atlanta,Lineup changed: Johnson in for left fielder Jefferson,https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,90-46,Virginia St.,Clark Atlanta,"Johnson walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,91-46,Virginia St.,Clark Atlanta,Johnson steals 2nd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,92-46,Virginia St.,Clark Atlanta,"Tayman walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,95-46,Virginia St.,Clark Atlanta,Jones singles on a ground ball to third baseman Bing,https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,96-46,Virginia St.,Clark Atlanta,"Messer strikes out swinging, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-46,Virginia St.,Clark Atlanta,"Wharton grounds into a double play, second baseman Noel to first baseman Gaskin",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-51,Virginia St.,Clark Atlanta,H: 1 LOB: 2,https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-46,Clark Atlanta,Virginia St.,Lineup changed: Miller in at pitcher,https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-47,Clark Atlanta,Virginia St.,"Freeman grounds out, third baseman Ford Jr. to first baseman Burton",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-47,Clark Atlanta,Virginia St.,Lineup changed: Mason in for second baseman Noel,https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-48,Clark Atlanta,Virginia St.,"Mason grounds out, pitcher Miller to first baseman Burton",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-49,Clark Atlanta,Virginia St.,"Swift walks, Miller pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-51,Clark Atlanta,Virginia St.,"Bing grounds into fielder's choice, shortstop Hammond to second baseman Tayman",https://stats.ncaa.org/game/play_by_play/5250004,5250004
8,100-51,Virginia St.,Clark Atlanta,LOB: 1,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,100-51,Virginia St.,Clark Atlanta,Lineup changed: Jackson in for center fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,100-51,Virginia St.,Clark Atlanta,Lineup changed: Jackson in at left fielder,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,100-51,Virginia St.,Clark Atlanta,Lineup changed: Swift in at center fielder,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,100-51,Virginia St.,Clark Atlanta,Lineup changed: Andrews in for catcher Freeman,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,101-51,Virginia St.,Clark Atlanta,"Ford Jr. walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,101-51,Virginia St.,Clark Atlanta,Lineup changed: Mendez in for right fielder Wilmoth,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,103-51,Virginia St.,Clark Atlanta,"Mendez walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,106-51,Virginia St.,Clark Atlanta,Burton singles on a ground ball to center fielder Swift. Ford Jr. scores,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,106-51,Virginia St.,Clark Atlanta,Lineup changed: Henderson in for shortstop Hammond,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,107-51,Virginia St.,Clark Atlanta,"Mendez caught stealing home, catcher Andrews",https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,108-51,Virginia St.,Clark Atlanta,Burton advances to 2nd,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,109-51,Virginia St.,Clark Atlanta,"Henderson walks, Dixon pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,112-51,Virginia St.,Clark Atlanta,"Johnson grounds into a double play, third baseman Bing to second baseman Mason to first baseman Gaskin",https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,112-52,Clark Atlanta,Virginia St.,"Jackson strikes out looking, Miller pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,112-52,Clark Atlanta,Virginia St.,Lineup changed: Fegins in for right fielder Manuel,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,112-53,Clark Atlanta,Virginia St.,Fegins pops out to center fielder Jones,https://stats.ncaa.org/game/play_by_play/5250004,5250004
9,112-54,Clark Atlanta,Virginia St.,"Gaskin strikes out looking, Miller pitching",https://stats.ncaa.org/game/play_by_play/5250004,5250004
