inning,score,batting,fielding,description,game_pbp_url,game_pbp_id
2,19-11,Clark Atlanta,Tougaloo,"Lineup changed: Fegins activated, batting 9th",https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-12,Clark Atlanta,Tougaloo,"Manuel strikes out swinging, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-12,Clark Atlanta,Tougaloo,Lineup changed: Hudson in at right fielder,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-12,Clark Atlanta,Tougaloo,Lineup changed: Borders in at left fielder,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-12,Clark Atlanta,Tougaloo,Lineup changed: Williams in at shortstop,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-13,Clark Atlanta,Tougaloo,Bing singles on a hard ground ball to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-13,Clark Atlanta,Tougaloo,Lineup changed: Daniels in at catcher,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-14,Clark Atlanta,Tougaloo,"Fegins strikes out swinging, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-15,Clark Atlanta,Tougaloo,Bing steals 2nd,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-16,Clark Atlanta,Tougaloo,Bing advances to 3rd on wild pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-17,Clark Atlanta,Tougaloo,Mason flies out to center fielder Torrey,https://stats.ncaa.org/game/play_by_play/5251315,5251315
2,19-17,Tougaloo,Clark Atlanta,H: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,20-17,Tougaloo,Clark Atlanta,Jones singles on a ground ball to left fielder Manuel,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,22-17,Tougaloo,Clark Atlanta,Hickman lines into a double play to first baseman Fegins,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,23-17,Tougaloo,Clark Atlanta,Daniels singles on a line drive to center fielder Burrell,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,25-17,Tougaloo,Clark Atlanta,"Patton walks, Brinson pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,26-17,Tougaloo,Clark Atlanta,"Daniels out at 3rd, catcher Freeman to third baseman Bing to third baseman Bing",https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-17,Tougaloo,Clark Atlanta,Half-inning ended by out on the base paths,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-21,Tougaloo,Clark Atlanta,H: 2 LOB: 1,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-18,Clark Atlanta,Tougaloo,Burrell triples on a fly ball to center fielder Torrey,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-18,Clark Atlanta,Tougaloo,"Burrell out at 3rd, third baseman Ross",https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-19,Clark Atlanta,Tougaloo,Brown Jr. singles on a line drive to center fielder Torrey,https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-20,Clark Atlanta,Tougaloo,"Brown Jr. caught stealing 2nd, catcher Daniels to second baseman Jones",https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-21,Clark Atlanta,Tougaloo,"Gay strikes out swinging, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
3,28-21,Tougaloo,Clark Atlanta,H: 2,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,29-21,Tougaloo,Clark Atlanta,"Ross grounds out, second baseman Mason to first baseman Fegins",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,30-21,Tougaloo,Clark Atlanta,"Williams is hit by pitch, Brinson pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,32-21,Tougaloo,Clark Atlanta,Hudson singles on a ground ball to pitcher Brinson,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,35-21,Tougaloo,Clark Atlanta,"Borders is hit by pitch, Brinson pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,39-21,Tougaloo,Clark Atlanta,"Torrey grounds into fielder's choice, pitcher Brinson to catcher Freeman",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,40-21,Tougaloo,Clark Atlanta,Hudson scores on wild pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,41-21,Tougaloo,Clark Atlanta,Borders advances to 3rd on the same pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,42-21,Tougaloo,Clark Atlanta,Torrey advances to 2nd on the same pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,43-21,Tougaloo,Clark Atlanta,"Jones walks, Brinson pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-21,Tougaloo,Clark Atlanta,Hickman grounds out to first baseman Fegins,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-22,Clark Atlanta,Tougaloo,"Freeman is hit by pitch, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-24,Clark Atlanta,Tougaloo,"Page walks, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-24,Clark Atlanta,Tougaloo,"Freeman picked off at 2nd, shortstop Williams to shortstop Williams to third baseman Ross to third baseman Ross to shortstop Williams to third baseman Ross",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-26,Clark Atlanta,Tougaloo,Manuel singles on a hard ground ball to shortstop Williams,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-29,Clark Atlanta,Tougaloo,"Bing walks, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-29,Clark Atlanta,Tougaloo,Lineup changed: Barber in for first baseman Fegins,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-33,Clark Atlanta,Tougaloo,Barber singles on a ground ball to shortstop Williams. Page scores,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-34,Clark Atlanta,Tougaloo,Manuel scores on error by shortstop Williams,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-35,Clark Atlanta,Tougaloo,Bing advances to 3rd on the same error,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-38,Clark Atlanta,Tougaloo,"Mason grounds out, pitcher Sprull to first baseman Hickman. Bing scores",https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-40,Clark Atlanta,Tougaloo,Burrell singles on a line drive to center fielder Torrey. Barber scores,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-41,Clark Atlanta,Tougaloo,Burrell advances to 2nd,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-42,Clark Atlanta,Tougaloo,Burrell advances to 3rd on wild pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
4,44-43,Clark Atlanta,Tougaloo,"Brown Jr. strikes out looking, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,44-43,Tougaloo,Clark Atlanta,Lineup changed: Waites in at pitcher,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,44-43,Tougaloo,Clark Atlanta,Lineup changed: Freeman in at first baseman,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,44-43,Tougaloo,Clark Atlanta,Lineup changed: Andrews in at catcher,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,45-43,Tougaloo,Clark Atlanta,Daniels homers on a fly ball to left field,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,46-43,Tougaloo,Clark Atlanta,Patton pops out to third baseman Bing,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,47-43,Tougaloo,Clark Atlanta,Ross singles on a line drive to right fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,48-43,Tougaloo,Clark Atlanta,"Williams strikes out looking, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,49-43,Tougaloo,Clark Atlanta,Hudson flies out to center fielder Burrell,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,49-44,Clark Atlanta,Tougaloo,"Gay strikes out swinging, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,49-45,Clark Atlanta,Tougaloo,Freeman lines out to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,49-46,Clark Atlanta,Tougaloo,"Page walks, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
5,49-47,Clark Atlanta,Tougaloo,Manuel flies out to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,50-47,Tougaloo,Clark Atlanta,"Borders is hit by pitch, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,51-47,Tougaloo,Clark Atlanta,"Torrey strikes out swinging, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,52-47,Tougaloo,Clark Atlanta,Borders steals 2nd,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,54-47,Tougaloo,Clark Atlanta,"Jones grounds out, pitcher Waites to first baseman Freeman",https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,55-47,Tougaloo,Clark Atlanta,"Hickman walks, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-47,Tougaloo,Clark Atlanta,"Daniels strikes out swinging, Waites pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-52,Tougaloo,Clark Atlanta,LOB: 2,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-48,Clark Atlanta,Tougaloo,Bing singles on a ground ball to second baseman Jones,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-49,Clark Atlanta,Tougaloo,Bing advances to 2nd on error by catcher Daniels,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-49,Clark Atlanta,Tougaloo,Lineup changed: Andrews in for extra hitter Barber,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-50,Clark Atlanta,Tougaloo,"Andrews strikes out swinging, Sprull pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-51,Clark Atlanta,Tougaloo,Mason flies out to right fielder Hudson,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-52,Clark Atlanta,Tougaloo,Burrell flies out to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
6,56-52,Tougaloo,Clark Atlanta,H: 1 E: 1 LOB: 1,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,56-52,Tougaloo,Clark Atlanta,Lineup changed: Garner in at pitcher,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,57-52,Tougaloo,Clark Atlanta,Patton singles on a hard ground ball to left fielder Manuel,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,58-52,Tougaloo,Clark Atlanta,Patton advances to 2nd on wild pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,60-52,Tougaloo,Clark Atlanta,Ross singles on a ground ball to shortstop Page,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,61-52,Tougaloo,Clark Atlanta,Patton scores on error by shortstop Page,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,62-52,Tougaloo,Clark Atlanta,"Williams strikes out looking, Garner pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,64-52,Tougaloo,Clark Atlanta,"Hudson grounds out, pitcher Garner to first baseman Freeman",https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,65-52,Tougaloo,Clark Atlanta,Ross advances to 3rd on wild pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-52,Tougaloo,Clark Atlanta,Borders flies out to right fielder Brown Jr.,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-53,Clark Atlanta,Tougaloo,Brown Jr. singles on a hard ground ball to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-54,Clark Atlanta,Tougaloo,Brown Jr. advances to 2nd on wild pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-56,Clark Atlanta,Tougaloo,Gay singles on a bunt to pitcher Sprull,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-56,Clark Atlanta,Tougaloo,Lineup changed: Coates in at pitcher,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-57,Clark Atlanta,Tougaloo,"Freeman strikes out swinging, Coates pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-58,Clark Atlanta,Tougaloo,Gay steals 2nd,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-61,Clark Atlanta,Tougaloo,Page singles on a hard ground ball to left fielder Borders. Brown Jr. scores. Gay scores,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-62,Clark Atlanta,Tougaloo,"Manuel strikes out swinging, Coates pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-63,Clark Atlanta,Tougaloo,Page advances to 2nd,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-65,Clark Atlanta,Tougaloo,Bing singles on a ground ball to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-66,Clark Atlanta,Tougaloo,Bing steals 2nd,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-67,Clark Atlanta,Tougaloo,Page scores,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-68,Clark Atlanta,Tougaloo,Bing scores on error by catcher Daniels,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-69,Clark Atlanta,Tougaloo,Andrews singles on a line drive to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
7,66-70,Clark Atlanta,Tougaloo,"Mason grounds out, pitcher Coates to first baseman Hickman",https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,66-70,Tougaloo,Clark Atlanta,Lineup changed: Garner in for first baseman Freeman,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,66-70,Tougaloo,Clark Atlanta,Lineup changed: Page in at pitcher,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,66-70,Tougaloo,Clark Atlanta,Lineup changed: Foster in at shortstop,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,67-70,Tougaloo,Clark Atlanta,Torrey flies out to left fielder Manuel,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,68-70,Tougaloo,Clark Atlanta,"Jones walks, Page pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,70-70,Tougaloo,Clark Atlanta,Hickman homers on a fly ball to right field. Jones scores,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,71-70,Tougaloo,Clark Atlanta,Daniels singles on a line drive to center fielder Burrell,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,73-70,Tougaloo,Clark Atlanta,"Patton grounds into fielder's choice, shortstop Foster to second baseman Mason to first baseman Garner",https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,74-70,Tougaloo,Clark Atlanta,"Ross grounds out, third baseman Bing to first baseman Garner",https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,74-71,Clark Atlanta,Tougaloo,"Burrell grounds out, third baseman Ross to first baseman Hickman",https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,74-72,Clark Atlanta,Tougaloo,Brown Jr. flies out to left fielder Borders,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,74-72,Clark Atlanta,Tougaloo,Lineup changed: Foster in for extra hitter Gay,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,74-73,Clark Atlanta,Tougaloo,"Foster walks, Coates pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,74-74,Clark Atlanta,Tougaloo,Foster advances to 2nd on wild pitch,https://stats.ncaa.org/game/play_by_play/5251315,5251315
8,74-75,Clark Atlanta,Tougaloo,"Garner strikes out swinging, Coates pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,74-75,Tougaloo,Clark Atlanta,Lineup changed: Foster in at shortstop,https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,74-75,Tougaloo,Clark Atlanta,Lineup changed: Page in at first baseman,https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,74-75,Tougaloo,Clark Atlanta,Lineup changed: Peterson in at pitcher,https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,74-75,Tougaloo,Clark Atlanta,Lineup changed: Magee in for shortstop Williams,https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,75-75,Tougaloo,Clark Atlanta,Magee grounds out to first baseman Page,https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,75-75,Tougaloo,Clark Atlanta,Lineup changed: Walker in for right fielder Hudson,https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,76-75,Tougaloo,Clark Atlanta,"Walker grounds out, second baseman Mason to first baseman Page",https://stats.ncaa.org/game/play_by_play/5251315,5251315
9,77-75,Tougaloo,Clark Atlanta,"Borders strikes out swinging, Peterson pitching",https://stats.ncaa.org/game/play_by_play/5251315,5251315
