date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_info_url
02/27/2022,"Corpus Christi, TX",NA,4,top,2-2,Pepperdine,A&M-Corpus Christi,LINGLEY flied out to cf (1-1)3a WALCZYKOWSKI advanced to third.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,4,top,3-2,Pepperdine,A&M-Corpus Christi,"LANDIS reached on a fielder's choice, RBI (0-2)3a MALINCHAK out at first 3b to 2b to 1b3a WALCZYKOWSKI scored, unearned.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,4,top,3-2,Pepperdine,A&M-Corpus Christi,"LANDIS out at second p to 1b to ss, caught stealing.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,4,bot,3-2,A&M-Corpus Christi,Pepperdine,"Johnson, Di. flied out to cf (0-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,4,bot,3-2,A&M-Corpus Christi,Pepperdine,"Chijin, S. grounded out to ss (1-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,4,bot,3-2,A&M-Corpus Christi,Pepperdine,"Caraway, J. flied out to lf (2-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,top,3-2,Pepperdine,A&M-Corpus Christi,SHEEHAN grounded out to 1b unassisted (3-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,top,3-2,Pepperdine,A&M-Corpus Christi,PECK tripled to right field (0-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,top,3-2,Pepperdine,A&M-Corpus Christi,MEHLHAFF flied out to 2b (1-0).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,top,3-2,Pepperdine,A&M-Corpus Christi,JOHNSON struck out looking (0-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,top,3-2,Pepperdine,A&M-Corpus Christi,H: 1 LOB: 1,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,bot,3-2,A&M-Corpus Christi,Pepperdine,Maldonado Jr grounded out to 3b (0-0).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,bot,3-2,A&M-Corpus Christi,Pepperdine,"Linneweber,T walked (3-0).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,bot,3-2,A&M-Corpus Christi,Pepperdine,"Linneweber,T out at second c to ss, caught stealing.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,bot,3-2,A&M-Corpus Christi,Pepperdine,"Modgling, C. singled to right field.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,bot,3-2,A&M-Corpus Christi,Pepperdine,"Puls, M. flied out to 2b (1-1).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,5,top,3-2,Pepperdine,A&M-Corpus Christi,H: 1 LOB: 1,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,top,3-2,Pepperdine,A&M-Corpus Christi,BRADSHAW grounded out to 2b (0-1).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,top,3-2,Pepperdine,A&M-Corpus Christi,WALCZYKOWSKI singled to left field (2-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,top,3-2,Pepperdine,A&M-Corpus Christi,MALINCHAK doubled to center field (1-0)3a WALCZYKOWSKI advanced to third.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,top,4-2,Pepperdine,A&M-Corpus Christi,"LINGLEY grounded out to 2b, RBI (1-1)3a MALINCHAK advanced to third3a WALCZYKOWSKI scored.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,top,5-2,Pepperdine,A&M-Corpus Christi,"LANDIS singled to left field, RBI (1-0)3a MALINCHAK scored.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,top,5-2,Pepperdine,A&M-Corpus Christi,"LANDIS out at second c to 2b, caught stealing.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,"Markotic, L. doubled to left field (3-1).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,"Ryan, B. singled to left field (1-2)3a Markotic, L. advanced to third.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,BAIRD to p for MORROW.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,"Ryan, B. advanced to second on a wild pitch3a Markotic, L. out at home 2b to c, caught stealing.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,"Johnson, Di. walked (3-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,"Chijin, S. struck out swinging (0-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,"Johnson, Di. stole second3a Ryan, B. stole third.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,6,bot,5-2,A&M-Corpus Christi,Pepperdine,"Caraway, J. flied out to cf (1-0).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,top,5-2,Pepperdine,A&M-Corpus Christi,"Parks, K. to p for Ramirez Jr..",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,top,5-2,Pepperdine,A&M-Corpus Christi,MASINO pinch hit for SHEEHAN.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,top,5-2,Pepperdine,A&M-Corpus Christi,MASINO grounded out to 2b (2-0).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,top,5-2,Pepperdine,A&M-Corpus Christi,PECK grounded out to ss (3-1).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,top,5-2,Pepperdine,A&M-Corpus Christi,MEHLHAFF struck out looking (2-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-2,A&M-Corpus Christi,Pepperdine,JOHNSON to c.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-2,A&M-Corpus Christi,Pepperdine,CONLEY to 2b for MASINO.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-2,A&M-Corpus Christi,Pepperdine,Maldonado Jr singled to left field (0-0).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-2,A&M-Corpus Christi,Pepperdine,"Linneweber,T reached on an error by 3b (2-2)3a Maldonado Jr advanced to second.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-2,A&M-Corpus Christi,Pepperdine,"Modgling, C. singled, bunt (0-1)3a Linneweber,T advanced to second3a Maldonado Jr advanced to third.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-3,A&M-Corpus Christi,Pepperdine,"Puls, M. flied out to cf, SF, RBI (0-0)3a Modgling, C. advanced to second3a Linneweber,T advanced to third3a Maldonado Jr scored.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Pepperdine,"Markotic, L. flied out to lf, SF, RBI (0-1)3a Modgling, C. advanced to third3a Linneweber,T scored, unearned.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Pepperdine,"Ryan, B. flied out to rf (0-1).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,7,bot,5-4,A&M-Corpus Christi,Pepperdine,R: 2 H: 2 E: 1 LOB: 1,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,top,5-4,Pepperdine,A&M-Corpus Christi,JOHNSON singled to left field (3-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,top,5-4,Pepperdine,A&M-Corpus Christi,BRADSHAW flied out to cf.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,top,5-4,Pepperdine,A&M-Corpus Christi,WALCZYKOWSKI struck out swinging (1-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,top,5-4,Pepperdine,A&M-Corpus Christi,MALINCHAK struck out swinging (0-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,top,5-5,Pepperdine,A&M-Corpus Christi,H: 1 LOB: 1,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,bot,5-4,A&M-Corpus Christi,Pepperdine,"Johnson, Di. grounded out to ss (1-1).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,bot,5-5,A&M-Corpus Christi,Pepperdine,"Chijin, S. homered, RBI.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,bot,5-5,A&M-Corpus Christi,Pepperdine,"Caraway, J. walked (3-0).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,bot,5-5,A&M-Corpus Christi,Pepperdine,"Petkoff, B. pinch hit for Maldonado Jr.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,bot,5-5,A&M-Corpus Christi,Pepperdine,"Petkoff, B. struck out swinging (2-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,bot,5-5,A&M-Corpus Christi,Pepperdine,"Caraway, J. out at second c to ss, caught stealing.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,8,top,5-5,Pepperdine,A&M-Corpus Christi,R: 1 H: 1,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,5-5,Pepperdine,A&M-Corpus Christi,LINGLEY grounded out to ss (3-1).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,5-5,Pepperdine,A&M-Corpus Christi,SCHOEN pinch hit for LANDIS.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,5-5,Pepperdine,A&M-Corpus Christi,SCHOEN flied out to lf (0-0).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,5-5,Pepperdine,A&M-Corpus Christi,CONLEY singled to left field (0-1).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,6-5,Pepperdine,A&M-Corpus Christi,"PECK tripled to right field, RBI3a CONLEY scored.",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,6-5,Pepperdine,A&M-Corpus Christi,"Garcia, Z. to p for Parks, K..",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,7-5,Pepperdine,A&M-Corpus Christi,PECK scored on a wild pitch.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,top,7-5,Pepperdine,A&M-Corpus Christi,MEHLHAFF flied out to cf (2-2).,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,bot,7-5,A&M-Corpus Christi,Pepperdine,SCHOEN to lf.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,bot,7-5,A&M-Corpus Christi,Pepperdine,GEORGES to p for BAIRD.,https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,bot,7-5,A&M-Corpus Christi,Pepperdine,"Linneweber,T flied out to 3b (1-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,bot,7-5,A&M-Corpus Christi,Pepperdine,"Mitchell, W. to rf for Modgling, C..",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,bot,7-5,A&M-Corpus Christi,Pepperdine,"Mitchell, W. struck out swinging (1-2).",https://stats.ncaa.org/contests/2169769/box_score
02/27/2022,"Corpus Christi, TX",NA,9,bot,7-5,A&M-Corpus Christi,Pepperdine,"Puls, M. struck out swinging (2-2).",https://stats.ncaa.org/contests/2169769/box_score
02/26/2022,"Corpus Christi, TX",NA,1,top,0-0,Iowa,A&M-Corpus Christi,Seegers popped up to 1b (0-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,top,0-0,Iowa,A&M-Corpus Christi,Williams struck out swinging (0-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,top,0-0,Iowa,A&M-Corpus Christi,"Anthony singled, advanced to second on an error by rf (1-0).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,top,0-0,Iowa,A&M-Corpus Christi,Frazier grounded out to 3b (0-1).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,top,0-1,Iowa,A&M-Corpus Christi,H: 1 E: 1 LOB: 1,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,bot,0-0,A&M-Corpus Christi,Iowa,"Johnson, Di. grounded out to 1b unassisted (2-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,bot,0-0,A&M-Corpus Christi,Iowa,"Ryan, B. struck out swinging (1-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,bot,0-1,A&M-Corpus Christi,Iowa,"Markotic, L. homered, RBI (2-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,bot,0-1,A&M-Corpus Christi,Iowa,"Puls, M. flied out to rf (0-0).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,1,top,0-1,Iowa,A&M-Corpus Christi,R: 1 H: 1,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,top,0-1,Iowa,A&M-Corpus Christi,"Mangano struck out swinging, out at first c to 1b (0-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,top,0-1,Iowa,A&M-Corpus Christi,Nelson grounded out to 3b (0-1).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,top,0-1,Iowa,A&M-Corpus Christi,McCleary reached on an error by ss (0-1).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,top,0-1,Iowa,A&M-Corpus Christi,Sher grounded out to 3b (3-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,top,0-1,Iowa,A&M-Corpus Christi,E: 1 LOB: 1,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,bot,0-1,A&M-Corpus Christi,Iowa,"Caraway, J. struck out swinging (1-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,bot,0-1,A&M-Corpus Christi,Iowa,"Jones, T. struck out looking (1-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,2,bot,0-1,A&M-Corpus Christi,Iowa,"Taylor, J. struck out looking (3-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,3,top,0-1,Iowa,A&M-Corpus Christi,Huckstorf grounded out to 3b (0-0).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,3,top,0-1,Iowa,A&M-Corpus Christi,Seegers flied out to lf (1-1).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,3,top,0-1,Iowa,A&M-Corpus Christi,Williams flied out to lf (0-0).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,3,bot,0-1,A&M-Corpus Christi,Iowa,"Mueller, N. struck out looking (1-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,3,bot,0-1,A&M-Corpus Christi,Iowa,"Linneweber,T grounded out to 3b (0-0).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,3,bot,0-1,A&M-Corpus Christi,Iowa,"Johnson, Di. grounded out to 3b (1-0).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,top,0-1,Iowa,A&M-Corpus Christi,Anthony grounded out to ss (0-0).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,top,1-1,Iowa,A&M-Corpus Christi,"Frazier homered to right field, RBI (0-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,top,1-1,Iowa,A&M-Corpus Christi,Mangano flied out to lf (0-0).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,top,1-1,Iowa,A&M-Corpus Christi,Nelson struck out swinging (2-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,bot,1-1,A&M-Corpus Christi,Iowa,"Ryan, B. struck out swinging (0-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,bot,1-1,A&M-Corpus Christi,Iowa,"Markotic, L. reached on an error by 3b (1-0).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,bot,1-1,A&M-Corpus Christi,Iowa,"Puls, M. singled to right field (0-2)3a Markotic, L. advanced to second.",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,4,bot,1-1,A&M-Corpus Christi,Iowa,"Caraway, J. grounded into double play 3b to 2b to 1b (1-1)3a Puls, M. out on the play.",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,top,1-1,Iowa,A&M-Corpus Christi,McCleary popped up to p (3-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,top,1-1,Iowa,A&M-Corpus Christi,Sher struck out looking (2-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,top,1-1,Iowa,A&M-Corpus Christi,Huckstorf singled to right field (0-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,top,1-1,Iowa,A&M-Corpus Christi,"Seegers grounded out to p, bunt (0-0).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,top,1-1,Iowa,A&M-Corpus Christi,H: 1 LOB: 1,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,bot,1-1,A&M-Corpus Christi,Iowa,"Jones, T. flied out to cf (3-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,bot,1-1,A&M-Corpus Christi,Iowa,"Taylor, J. struck out swinging (1-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,5,bot,1-1,A&M-Corpus Christi,Iowa,"Mueller, N. flied out to cf (1-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,top,1-1,Iowa,A&M-Corpus Christi,Williams popped up to 3b (3-1).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,top,1-1,Iowa,A&M-Corpus Christi,Anthony walked (3-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,top,1-1,Iowa,A&M-Corpus Christi,Frazier flied out to rf (2-1).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,top,1-1,Iowa,A&M-Corpus Christi,Mangano doubled to center field (1-1)3a Anthony advanced to third.,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,top,1-1,Iowa,A&M-Corpus Christi,Nelson struck out swinging (1-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,top,1-1,Iowa,A&M-Corpus Christi,H: 1 LOB: 2,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,Baumann to p for Schultz.,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,"Linneweber,T walked (3-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,"Johnson, Di. singled up the middle (1-0)3a Linneweber,T advanced to second.",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,"Ryan, B. struck out looking (0-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,Christophers to p for Baumann.,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,"Markotic, L. flied out to rf (1-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,"Puls, M. reached on an error by 3b (0-2)3a Johnson, Di. advanced to second3a Linneweber,T advanced to third.",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,bot,1-1,A&M-Corpus Christi,Iowa,"Caraway, J. lined out to 2b (2-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,6,top,1-1,Iowa,A&M-Corpus Christi,H: 1 E: 1 LOB: 3,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,top,1-1,Iowa,A&M-Corpus Christi,"Moeller, JT. to p for Perez, L..",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,top,1-1,Iowa,A&M-Corpus Christi,McCleary grounded out to 3b (2-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,top,1-1,Iowa,A&M-Corpus Christi,Sher struck out swinging (2-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,top,1-1,Iowa,A&M-Corpus Christi,Huckstorf struck out swinging (0-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,bot,1-1,A&M-Corpus Christi,Iowa,Hojnar to 3b for Nelson.,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,bot,1-1,A&M-Corpus Christi,Iowa,"Jones, T. struck out swinging (2-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,bot,1-1,A&M-Corpus Christi,Iowa,"Taylor, J. struck out looking (3-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,bot,1-1,A&M-Corpus Christi,Iowa,"Petkoff, B. pinch hit for Mueller, N..",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,7,bot,1-1,A&M-Corpus Christi,Iowa,"Petkoff, B. struck out swinging (2-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,8,top,1-1,Iowa,A&M-Corpus Christi,"Modgling, C. to rf for Petkoff, B..",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,8,top,1-1,Iowa,A&M-Corpus Christi,Seegers struck out swinging (1-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,8,top,1-1,Iowa,A&M-Corpus Christi,Williams struck out swinging (2-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,8,top,1-1,Iowa,A&M-Corpus Christi,Anthony grounded out to p (1-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,8,bot,1-1,A&M-Corpus Christi,Iowa,"Linneweber,T struck out swinging (2-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,8,bot,1-1,A&M-Corpus Christi,Iowa,"Johnson, Di. flied out to rf (1-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,8,bot,1-1,A&M-Corpus Christi,Iowa,"Ryan, B. popped up to ss (3-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,9,top,1-1,Iowa,A&M-Corpus Christi,Frazier struck out looking (2-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,9,top,1-1,Iowa,A&M-Corpus Christi,Mangano struck out swinging (2-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,9,top,1-1,Iowa,A&M-Corpus Christi,Hojnar grounded out to p (0-2).,https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,9,bot,1-1,A&M-Corpus Christi,Iowa,"Markotic, L. grounded out to 3b (2-1).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,9,bot,1-1,A&M-Corpus Christi,Iowa,"Puls, M. grounded out to 2b (0-0).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,9,bot,1-1,A&M-Corpus Christi,Iowa,"Caraway, J. struck out looking (2-2).",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,10,top,1-1,Iowa,A&M-Corpus Christi,"Bird, H. to p for Moeller, JT..",https://stats.ncaa.org/contests/2169474/box_score
02/26/2022,"Corpus Christi, TX",NA,10,top,1-1,Iowa,A&M-Corpus Christi,McCleary flied out to ss (1-2).,https://stats.ncaa.org/contests/2169474/box_score
