date,location,attendance,inning,inning_top_bot,score,batting,fielding,description,game_info_url
02/20/2022,"Arlington, Texas",NA,5,top,3-7,A&M-Corpus Christi,UT Arlington,LOB: 1,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,bot,3-6,UT Arlington,A&M-Corpus Christi,"Parks, K. to p for Westbrook, C.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,bot,3-6,UT Arlington,A&M-Corpus Christi,Ty. Rice grounded out to ss (2-2 BKBF).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,bot,3-6,UT Arlington,A&M-Corpus Christi,J. Marino walked (3-1 KBBBB).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,bot,3-6,UT Arlington,A&M-Corpus Christi,J. Marino stole second.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,bot,3-6,UT Arlington,A&M-Corpus Christi,A. Ramirez struck out swinging (2-2 BFKFFFBS).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,bot,3-7,UT Arlington,A&M-Corpus Christi,"C. Gregory singled to right field, RBI (0-1 K)3a J. Marino scored.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,bot,3-7,UT Arlington,A&M-Corpus Christi,D. VanVooren flied out to rf (1-2 BKS).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,5,top,3-7,A&M-Corpus Christi,UT Arlington,R: 1 H: 1 LOB: 1,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,3-7,A&M-Corpus Christi,UT Arlington,C. Winquest to p for B. Brooks.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,3-7,A&M-Corpus Christi,UT Arlington,"Johnson, Di. walked (3-1 BBBKB).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,3-7,A&M-Corpus Christi,UT Arlington,"Johnson, Di. advanced to second on a wild pitch.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,3-7,A&M-Corpus Christi,UT Arlington,"Puls, M. singled through the right side (3-1 BKBB)3a Johnson, Di. advanced to third.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,3-7,A&M-Corpus Christi,UT Arlington,"Modgling, C. hit by pitch (0-0)3a Puls, M. advanced to second.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,4-7,A&M-Corpus Christi,UT Arlington,"Linneweber,T singled to right field, RBI (2-1 BBK)3a Modgling, C. advanced to second3a Puls, M. advanced to third3a Johnson, Di. scored.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,5-7,A&M-Corpus Christi,UT Arlington,"Markotic, L. grounded out to 1b unassisted, RBI (1-1 BK)3a Linneweber,T advanced to second3a Modgling, C. advanced to third3a Puls, M. scored.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,5-7,A&M-Corpus Christi,UT Arlington,"Ryan, B. hit by pitch (1-2 BFS).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,6-7,A&M-Corpus Christi,UT Arlington,"Chijin, S. reached on a fielding error by 2b (0-0)3a Ryan, B. advanced to second3a Linneweber,T advanced to third3a Modgling, C. scored, unearned.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,7-7,A&M-Corpus Christi,UT Arlington,"Chijin, S. advanced to second3a Ryan, B. advanced to third3a Linneweber,T scored on a wild pitch.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,7-7,A&M-Corpus Christi,UT Arlington,"Taylor, J. struck out swinging (2-2 KKBBS).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,top,7-7,A&M-Corpus Christi,UT Arlington,"Petkoff, B. flied out to cf (2-2 BSFBF).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,bot,7-7,UT Arlington,A&M-Corpus Christi,"Bird, H to p for Parks, K..",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,bot,7-7,UT Arlington,A&M-Corpus Christi,Z. Henry singled up the middle (3-2 BFBSB).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,bot,7-7,UT Arlington,A&M-Corpus Christi,O. Ponce grounded into double play 2b to 1b (2-0 BB)3a Z. Henry out on the play.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,bot,7-7,UT Arlington,A&M-Corpus Christi,M. Sanford singled to first base (0-0).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,6,bot,7-7,UT Arlington,A&M-Corpus Christi,J. Brown struck out swinging (0-2 KSS).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,G. Bailey to p for C. Winquest.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,Ta. Rice to 2b for J. Brown.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,"Johnson, Di. singled through the right side (2-2 FSBB).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,"Puls, M. struck out swinging (1-2 BKFS).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,"Modgling, C. struck out swinging (3-2 BKSBBS).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,"Linneweber,T flied out to cf (1-1 FB).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,H: 1 LOB: 1,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,bot,7-7,UT Arlington,A&M-Corpus Christi,Ty. Rice flied out to lf (1-2 KKB).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,bot,7-7,UT Arlington,A&M-Corpus Christi,J. Marino hit by pitch (1-1 KB).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,bot,7-7,UT Arlington,A&M-Corpus Christi,S. Crowell pinch hit for A. Ramirez.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,bot,7-7,UT Arlington,A&M-Corpus Christi,W. Galvan pinch ran for J. Marino.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,bot,7-7,UT Arlington,A&M-Corpus Christi,S. Crowell struck out looking (1-2 KSBK)3a W. Galvan stole second.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,bot,7-7,UT Arlington,A&M-Corpus Christi,C. Gregory grounded out to 2b (0-2 KFF).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,7,top,7-7,A&M-Corpus Christi,UT Arlington,LOB: 1,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-7,A&M-Corpus Christi,UT Arlington,B Montgomery to 3b for Ty. Rice.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-7,A&M-Corpus Christi,UT Arlington,S. Crowell to c.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-7,A&M-Corpus Christi,UT Arlington,"Markotic, L. singled to right field (3-2 KBBBFF).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-7,A&M-Corpus Christi,UT Arlington,"Markotic, L. out at second c to ss, caught stealing.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-7,A&M-Corpus Christi,UT Arlington,"Ryan, B. lined out to 2b (1-0 B).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-7,A&M-Corpus Christi,UT Arlington,"Chijin, S. flied out to rf (1-1 BS).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-9,A&M-Corpus Christi,UT Arlington,H: 1,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,bot,7-7,UT Arlington,A&M-Corpus Christi,D. VanVooren walked (3-1 BBBKB).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,bot,7-7,UT Arlington,A&M-Corpus Christi,D. VanVooren advanced to second on a wild pitch.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,bot,7-8,UT Arlington,A&M-Corpus Christi,"Z. Henry singled to third base, advanced to second on a throwing error by 3b (3-2 KFBFBB)3a D. VanVooren scored, unearned.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,bot,7-8,UT Arlington,A&M-Corpus Christi,"Purcell, C. to p for Bird, H.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,bot,7-8,UT Arlington,A&M-Corpus Christi,O. Ponce grounded out to p (1-0 B)3a Z. Henry advanced to third.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,bot,7-9,UT Arlington,A&M-Corpus Christi,"M. Sanford flied out to rf, SF, RBI (0-0)3a Z. Henry scored, unearned.",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,bot,7-9,UT Arlington,A&M-Corpus Christi,Ta. Rice struck out looking (2-2 KBKBK).,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,8,top,7-9,A&M-Corpus Christi,UT Arlington,R: 2 H: 1 E: 1,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,"Taylor, J. flied out to cf (1-2 BKF).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,"Mitchell, W. pinch hit for Petkoff, B..",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,"Mitchell, W. singled to right field (2-2 BSBK).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,"White, N. pinch ran for Mitchell, W..",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,No play.,https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,"Johnson, Di. flied out to rf (2-0 BB).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,"Puls, M. struck out swinging (1-2 BKFFS).",https://stats.ncaa.org/contests/2168560/box_score
02/20/2022,"Arlington, Texas",NA,9,top,7-9,A&M-Corpus Christi,UT Arlington,H: 1 LOB: 1,https://stats.ncaa.org/contests/2168560/box_score
02/19/2022,"Arlington, Texas",NA,1,top,0-0,A&M-Corpus Christi,UT Arlington,"Markotic, L. grounded out to 3b (1-1 BK).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,top,0-0,A&M-Corpus Christi,UT Arlington,"Ryan, B. doubled down the rf line (1-1 BK).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,top,0-0,A&M-Corpus Christi,UT Arlington,"Ryan, B. stole third.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,top,0-0,A&M-Corpus Christi,UT Arlington,"Taylor, J. struck out swinging (1-2 KBSS).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,top,0-0,A&M-Corpus Christi,UT Arlington,"Chijin, S. flied out to lf (1-2 KBF).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,top,0-2,A&M-Corpus Christi,UT Arlington,H: 1 LOB: 1,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,bot,0-0,UT Arlington,A&M-Corpus Christi,D. VanVooren singled through the left side (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,bot,0-0,UT Arlington,A&M-Corpus Christi,Ta. Rice singled to left field (0-1 K)3a D. VanVooren advanced to second.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,bot,0-0,UT Arlington,A&M-Corpus Christi,O. Ponce singled to third base (2-1 BBS)3a Ta. Rice advanced to second3a D. VanVooren advanced to third.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,bot,0-0,UT Arlington,A&M-Corpus Christi,W. Galvan struck out swinging (3-2 KBKBFBS).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,bot,0-2,UT Arlington,A&M-Corpus Christi,"J. Brown doubled to center field, 2 RBI (1-1 FB)3a O. Ponce advanced to third3a Ta. Rice scored3a D. VanVooren scored.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,bot,0-2,UT Arlington,A&M-Corpus Christi,S. Crowell struck out swinging (2-2 BKBSS).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,bot,0-2,UT Arlington,A&M-Corpus Christi,N. Pierce flied out to lf (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,1,top,0-2,A&M-Corpus Christi,UT Arlington,R: 2 H: 4 LOB: 2,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,top,0-2,A&M-Corpus Christi,UT Arlington,"Johnson, Di. grounded out to ss (1-1 KB).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,top,0-2,A&M-Corpus Christi,UT Arlington,"Petkoff, B. singled through the right side (0-1 K).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,top,0-2,A&M-Corpus Christi,UT Arlington,"Jones, T. flied out to lf (2-2 BBKK).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,top,1-2,A&M-Corpus Christi,UT Arlington,"Puls, M. doubled to right field, RBI (1-1 KB)3a Petkoff, B. scored.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,top,1-2,A&M-Corpus Christi,UT Arlington,"Linneweber,T grounded out to 3b (0-1 K).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,bot,1-2,UT Arlington,A&M-Corpus Christi,M. Cavanagh fouled out to c (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,bot,1-2,UT Arlington,A&M-Corpus Christi,C. Gregory flied out to rf (1-1 BK).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,bot,1-2,UT Arlington,A&M-Corpus Christi,D. VanVooren singled to center field (0-1 K).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,2,bot,1-2,UT Arlington,A&M-Corpus Christi,Ta. Rice struck out swinging (1-2 BKKS).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,top,2-2,A&M-Corpus Christi,UT Arlington,"Markotic, L. homered to left center, RBI (0-1 F).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,top,2-2,A&M-Corpus Christi,UT Arlington,"Ryan, B. grounded out to 1b unassisted (0-1 F).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,top,2-2,A&M-Corpus Christi,UT Arlington,"Taylor, J. hit by pitch.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,top,2-2,A&M-Corpus Christi,UT Arlington,"Chijin, S. grounded out to 1b unassisted (0-0)3a Taylor, J. advanced to second.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,top,2-2,A&M-Corpus Christi,UT Arlington,"Johnson, Di. flied out to cf (2-2 KBFBFF).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,bot,2-2,UT Arlington,A&M-Corpus Christi,O. Ponce popped up to 2b (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,bot,2-2,UT Arlington,A&M-Corpus Christi,W. Galvan flied out to lf (0-1 K).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,3,bot,2-2,UT Arlington,A&M-Corpus Christi,J. Brown grounded out to ss (2-2 SBBK).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,top,2-2,A&M-Corpus Christi,UT Arlington,"Petkoff, B. grounded out to 2b (2-1 KBB).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,top,2-2,A&M-Corpus Christi,UT Arlington,"Jones, T. walked (3-0 BBBB).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,top,2-2,A&M-Corpus Christi,UT Arlington,"Puls, M. hit into double play 2b to ss to 1b (1-2 FBK)3a Jones, T. out on the play.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,bot,2-2,UT Arlington,A&M-Corpus Christi,S. Crowell singled to left field (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,bot,2-2,UT Arlington,A&M-Corpus Christi,N. Pierce grounded into double play 1b to ss to 1b (2-1 BKB)3a S. Crowell out on the play.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,bot,2-2,UT Arlington,A&M-Corpus Christi,M. Cavanagh walked (3-0 BBBB).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,bot,2-2,UT Arlington,A&M-Corpus Christi,C. Gregory walked (3-1 BKBBB)3a M. Cavanagh advanced to second.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,bot,2-2,UT Arlington,A&M-Corpus Christi,D. VanVooren reached on a fielder's choice to third base (2-2 BBSKF)3a C. Gregory out at second 3b to 2b3a M. Cavanagh advanced to third.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,4,bot,2-2,UT Arlington,A&M-Corpus Christi,H: 1 LOB: 2,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,top,2-2,A&M-Corpus Christi,UT Arlington,"Linneweber,T struck out swinging (0-2 KFS).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,top,2-2,A&M-Corpus Christi,UT Arlington,"Markotic, L. doubled to right center (1-2 FBF).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,top,2-2,A&M-Corpus Christi,UT Arlington,"Ryan, B. grounded out to 2b (0-0)3a Markotic, L. advanced to third.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,top,2-2,A&M-Corpus Christi,UT Arlington,"Taylor, J. struck out swinging (1-2 KFFBFS).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,top,2-2,A&M-Corpus Christi,UT Arlington,H: 1 LOB: 1,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,bot,2-2,UT Arlington,A&M-Corpus Christi,Ta. Rice grounded out to 2b (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,bot,2-2,UT Arlington,A&M-Corpus Christi,O. Ponce grounded out to ss (1-1 KB).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,bot,2-2,UT Arlington,A&M-Corpus Christi,W. Galvan singled to center field (0-2 KF).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,bot,2-2,UT Arlington,A&M-Corpus Christi,"W. Galvan out at second c to 2b, caught stealing.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,5,top,2-2,A&M-Corpus Christi,UT Arlington,H: 1,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,top,2-2,A&M-Corpus Christi,UT Arlington,C. Peters to p for M. Wong.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,top,2-2,A&M-Corpus Christi,UT Arlington,"Chijin, S. struck out looking (1-2 BFKK).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,top,2-2,A&M-Corpus Christi,UT Arlington,"Johnson, Di. singled through the right side (0-0).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,top,2-2,A&M-Corpus Christi,UT Arlington,"Petkoff, B. grounded into double play 2b to ss to 1b (0-2 KF)3a Johnson, Di. out on the play.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,top,2-2,A&M-Corpus Christi,UT Arlington,H: 1,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,bot,2-2,UT Arlington,A&M-Corpus Christi,J. Brown singled to right field (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,bot,2-2,UT Arlington,A&M-Corpus Christi,S. Crowell singled through the left side (1-2 FKB)3a J. Brown advanced to second.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,bot,2-2,UT Arlington,A&M-Corpus Christi,"Garcia, Z. to p for Perez, L..",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,bot,2-2,UT Arlington,A&M-Corpus Christi,"N. Pierce grounded out to p, SAC, bunt (0-1 F)3a S. Crowell advanced to second3a J. Brown advanced to third.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,bot,2-2,UT Arlington,A&M-Corpus Christi,M. Cavanagh hit by pitch (1-2 FKFBFF).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,bot,2-2,UT Arlington,A&M-Corpus Christi,C. Gregory reached on a fielder's choice to third base (1-1 BF)3a M. Cavanagh advanced to second3a S. Crowell advanced to third3a J. Brown out at home 3b to c.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,bot,2-2,UT Arlington,A&M-Corpus Christi,"D. VanVooren grounded out to p, bunt (0-0).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,6,top,2-2,A&M-Corpus Christi,UT Arlington,H: 2 LOB: 3,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,T. King to p for C. Peters.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,"Jones, T. struck out looking (2-2 KFBBK).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,"Puls, M. doubled to right field (1-1 SB).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,"Modgling, C. pinch ran for Puls, M..",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,"Linneweber,T popped up to 2b (0-2 KK).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,"Markotic, L. struck out looking (1-2 KKBFK).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,H: 1 LOB: 1,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,bot,2-2,UT Arlington,A&M-Corpus Christi,"Modgling, C. to lf.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,bot,2-2,UT Arlington,A&M-Corpus Christi,Ta. Rice popped up to ss (0-0).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,bot,2-2,UT Arlington,A&M-Corpus Christi,O. Ponce walked (3-0 BBBB).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,bot,2-2,UT Arlington,A&M-Corpus Christi,W. Galvan struck out looking (2-2 SSBBK).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,bot,2-2,UT Arlington,A&M-Corpus Christi,J. Brown singled to third base (1-1 BF)3a O. Ponce advanced to second.,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,bot,2-2,UT Arlington,A&M-Corpus Christi,S. Crowell flied out to cf (1-1 BK).,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,7,top,2-2,A&M-Corpus Christi,UT Arlington,H: 1 LOB: 2,https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,8,top,2-2,A&M-Corpus Christi,UT Arlington,"Ryan, B. flied out to lf (2-1 BKB).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,8,top,2-2,A&M-Corpus Christi,UT Arlington,"Taylor, J. walked (3-2 BBSFBB).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,8,top,2-2,A&M-Corpus Christi,UT Arlington,"Chijin, S. struck out swinging (0-2 FKS).",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,8,top,2-2,A&M-Corpus Christi,UT Arlington,"Johnson, Di. walked (3-2 BBBKFB)3a Taylor, J. advanced to second.",https://stats.ncaa.org/contests/2168293/box_score
02/19/2022,"Arlington, Texas",NA,8,top,2-2,A&M-Corpus Christi,UT Arlington,"Johnson, Di. advanced to second on a wild pitch3a Taylor, J. advanced to third on a wild pitch.",https://stats.ncaa.org/contests/2168293/box_score
